//--------------------------------------------------------------------------------------
// GENÉRICO
//--------------------------------------------------------------------------------------
gen_err												=错误
065_btn_aceptar										= 接受＆
065_btn_exportar									= ＆导出到Excel
065_btn_cerrar										= ＆关闭
065_msg_error_fecha                                 = “开始日期”字段不能有一个值大于“结束日期”。
MSG001												= 的标识符{0}是必须的！
065_identificador_cliente							= 客户端代码
065_identificador_delegacion						= 代表团守则
065_colArchive										= 文件
065_colCantP										= 普通话。 P
065_colCantP_										= 部分数量
065_ColFechaTransporte								= 数据传输
065_colFechaImp										= 数据导入
065_colEstado										= 州
065_colDetalhe										= 细节
065_nome_arquivo_excel								= 进口
065_busca_sin_registro								= 搜索结果没有发现所选的过滤条件。
065_IMP												= 进口OK
065_NIMP											= 进口的错误
065_grid_colDetalhe									= 查看详细
065_titulo_pantalla_comentario						= 详细信息
//---------------------------------------------------------------------------------------------------------------
// BuscaClientes_Sub_Ps
//---------------------------------------------------------------------------------------------------------------
066_titulo_busca_cliente							= 客户搜索
066_titulo_busca_subcliente							= 搜索子客户端
066_titulo_busca_puntoservicio						= 搜索服务点
066_lbl_busca_cliente								= 搜索客户
066_lbl_busca_subcliente					

//---------------------------------------------------------------------------------------------------------------
011_parametro_imprimir_doc_no_existe				= “打印只記錄轉移責任”參數是不是IAC模塊中找到。要繼續打印，這個參數是必須的配置。
011_usuario_no_permisos_saldos						= 無法在執行打印文檔的新平衡模塊“{0}”進行身份驗證的用戶數據。用戶不具有權限來訪問的應用程序或執行打印。
011_relatorio										= 報告

async_pendent	= 有跡象表明，未保存的文件，你真的要繼續嗎？

//PANTALLA DETALLE ARCHIVOS NAO ASSOCIOADOS
067_titulodetallearchivos							= 沒有關聯的文件
067_colNombreArchivo								= 文件名
067_colErro											= 錯誤
067_Fechar											= 近

//TELA DE MENSAGEM
050_aceptarmensaje									= OK
050_lblMensage										= Message

//UC DadosRemesa
GenesisConteo_lblFechaTransporte					= 數據傳輸
GenesisConteo_lblCodTransporte					    = 代碼運輸
GenesisConteo_lblPrecintoBulto						= 分局袋 
GenesisConteo_lblCliente							= 客戶
GenesisConteo_lblSubCliente							= 子客戶端
GenesisConteo_lblPtoServicio						= 服務點
GenesisConteo_lblEstado								= 狀態
GenesisConteo_lblTipo								= 類型
GenesisConteo_lblCantiBulto							= 袋用量
GenesisConteo_lblCanalSubCanal						= 通道/子信道

//UCQtdParcial
GenesisConteo_lblCantidadeParcial					= 部分數量
GenesisConteo_lblImpresion							= 打印
GenesisConteo_lblImpresionAutomatica				= 全自動印刷機
GenesisConteo_lblFechaVenda							= Fecha Venda

// Pantalla Cambiar Declarado
CONTEO_SUPERVISOR_CambiarDeclarado_tituloPantalla	= 修改申報 {0}
CONTEO_SUPERVISOR_CambiarDeclarado_declaradoRemesa	= 裝船
CONTEO_SUPERVISOR_CambiarDeclarado_declaradoBulto	= 小袋
CONTEO_SUPERVISOR_CambiarDeclarado_declaradoParcial = 局部
CONTEO_SUPERVISOR_CambiarDeclarado_Grabar			= 記錄
CONTEO_SUPERVISOR_CambiarDeclarado_Cerrar			= 關閉
CONTEO_SUPERVISOR_CambiarDeclarado_DeclaradoDetalle	= 詳細聲明

//PANTALLA ENVIAR SALDO 
CONTEO_SUPERVISOR_gen_btnGestionarFondos     	= &管理農場
CONTEO_SUPERVISOR_ENVIARSALDOS_btn_Enviar_Saldos = 發送餘額
CONTEO_SUPERVISOR_ENVIARSALDOS_btn_Limpar_Dados = 鑑於林帕爾
CONTEO_SUPERVISOR_ENVIARSALDOS_btn_Exportar_Excel = 導出Excel
CONTEO_SUPERVISOR_ENVIARSALDOS_btn_cancelar = 撤消
CONTEO_SUPERVISOR_ENVIARSALDOS_btn_adicionar	= 加
CONTEO_SUPERVISOR_ENVIARSALDOS_Fecha_confeccion = 數據 
CONTEO_SUPERVISOR_ENVIARSALDOS_Precinto = 印章
CONTEO_SUPERVISOR_ENVIARSALDOS_Importe_Efectivo = 套現金額
CONTEO_SUPERVISOR_ENVIARSALDOS_Importe_Medio_Pago = 平均支付金額
CONTEO_SUPERVISOR_ENVIARSALDOS_Limpar_Dados = 我知道是否真的給予林帕爾？
CONTEO_SUPERVISOR_ENVIARSALDOS_Cancelar = 真正了解一個達面料？
CONTEO_SUPERVISOR_ENVIARSALDOS_MedioPago = Medio Pago
CONTEO_SUPERVISOR_ENVIARSALDOS_Divisa = 徽章
CONTEO_SUPERVISOR_ENVIARSALDOS_Importe = 多少
CONTEO_SUPERVISOR_ENVIARSALDOS_CantBultos = 不能。捆綁
CONTEO_SUPERVISOR_ENVIARSALDOS_Efectivo	  = Efetivo
SUPERVISOR_CONTEO_msg_erro_precinto_adicionado = 以前添加的Já政府信息公開審計
SUPERVISOR_CONTEO_msg_erro_Sector_No_Encotnrado = 審計/塊狀的起源沒有確定，因此將被忽略。
SUPERVISOR_CONTEO_msg_erro_BultoNoEncontrado = 內部隆起未找到
SUPERVISOR_CONTEO_msg_erro_BultoSectoresDistintos = O malote pesquisado tem setor distinto dos outros malotes.
SUPERVISOR_CONTEO_msg_sucesso = 文檔創建成功
SUPERVISOR_CONTEO_msg_Formulario_NaoEncontrado = 這是位於形式與要求的功能
SUPERVISOR_CONTEO_msg_Bulto_otro_Sector = 散裝/審計研究對應於另一扇區
SUPERVISOR_CONTEO_lbl_Sectores = 區
 SUPERVISOR_CONTEO_msg_Parametro_vazio = 該參數為空。'CodFormularioEnvioDeFondosExpuesto'  
 SUPERVISOR_CONTEO_msg_erro_sector_vazio = O setor de destino é obrigatório.

escritor_moedaSingular			= renminbi
escritor_moedaPlural			= renminbi
escritor_fracaoSingular			= jiao
escritor_fracaoPlural			= jiao

067_msg_objetos_componente								= No fueron enterados bártulos para el componente de la morfología
080_cargado											= Cargada
031_WindowsA4_Titulo1								= Prosegur
031_WindowsA4_Titulo2								= Recuentos - Retiro Parcial
031_WindowsA4_BancoIngreso							= Banco Ingreso
031_WindowsA4_Fecha									= Fecha
031_WindowsA4_Sector								= Sector
031_WindowsA4_Puesto								= Mesa
031_WindowsA4_Comprobante							= Comprobante de Retiro Parcial Nro.:
031_WindowsA4_Precinto								= Precinto
031_WindowsA4_Sin_Precinto							= Sin Precinto
031_WindowsA4_Reimpresion							= ES REIMPRESION
031_WindowsA4_Efectivo								= Efectivo
031_WindowsA4_EfectivoCantidad						= Cantidad
031_WindowsA4_EfectivoDenominacion					= Denominación
031_WindowsA4_EfectivoImporte						= Importe
031_WindowsA4_Billete								= Billete
031_WindowsA4_Moneda								= Moneda
031_WindowsA4_EfectivoTotalImporte					= Total
031_WindowsA4_MedioPago								= Medio Pago
031_WindowsA4_MedioPagoCantidad						= Cantidad
031_WindowsA4_MedioPagoDenominacion					= Tipo
031_WindowsA4_MedioPagoImporte						= Importe
031_WindowsA4_MedioPagoTotalImporte					= Total
031_WindowsA4_Usuario								= Usuario
031_WindowsA4_Firma									= Firma
031_WindowsA4_ResumenTotalEfectivo					= Total
031_WindowsA4_ResumenTotalMedioPago					= Total
031_WindowsA4_MedioPagoTicket						= Ticket
031_WindowsA4_MedioPagoCheque						= Cheque
031_WindowsA4_MedioPagoOtros						= Otros
031_WindowsA4_EfectivoFalso							= Efectivo Falso
031_WindowsA4_EfectivoFalsoCantidad					= Cantidad
